,doc,url,correct,target,prediction,count
102,"ExpandCollapseSearchResponseListener potentially executes blocking calls on a network thread
We use ExpandCollapseSearchResponseListener for field collapsing but this listener executes heavy operations in a blocking fashion. This could happen on a transport thread. We should do this in an async way.

I just spoke with @jimczi how to fix it and he is taking it over. For now I will put a fix into 5.x and master since this triggers quite often due to a recent change.

Note: this code is unreleased",https://github.com/elastic/elasticsearch/issues/23048,1.0,0.0,0.0,546
112,"Fix Typo in Reference Docs
### Summary

Backport of #4767",https://github.com/spring-projects/spring-security/issues/4976,1.0,2.0,2.0,63
389,"mvn clean install -Psql -Pdeploy fails because deploy-apps.sh can't be found
When trying to deploy Kapua in the Vagrant box using `/deploy-apps.sh`, I get an error when the assembly is trying to execute the `vagrant_console_deploy`:

```
[ERROR] Failed to execute goal org.codehaus.mojo:exec-maven-plugin:1.1:exec (vagrant_console_deploy) on project org.eclipse.kapua.assembly: Result of /bin/sh -c cd /Users/kartben/Repositories/kapua/org.eclipse.kapua.assembly/../org.eclipse.kapua.dev-tools/src/main/vagrant/demo && ./deployScript/deploy-apps.sh execution is: '127'. -> [Help 1]
```

Looks like `org.eclipse.kapua.dev-tools` is now `dev-tools`?
",https://github.com/eclipse/kapua/issues/1,1.0,2.0,2.0,49
127,"GrizzlyResponse object reachable from SelectorRunner thread local
Hi,

We are using grizzly through AHC to perform some HTTP requests. After those requests have finished, in a thread dump i can still see the response objects being referenced, and not being garbage collected. Attached is a screenshot of there references from a heap dump:

![screen shot 2015-12-22 at 9 37 37 am](https://cloud.githubusercontent.com/assets/8010105/11955732/211f42b4-a893-11e5-8885-4c7eb7553764.png)

In a case where the size of the transferred data is big, i see some heavy memory usage.

The problem seems to be with the reference chain TCPNIOConnection -> IndexedAttributeHolder -> $Snapshot -> HttpTransactionContext. Perhaps at least one of those references should be discarded after the request has completed, or provide a way to an app to clear that.

The following test can reproduce this issue.

```
    @Test
    public void referencedResponseHC() throws InterruptedException
    {
        AsyncHttpClientConfig config = new AsyncHttpClientConfig.Builder().build();
        AsyncHttpClient client = new AsyncHttpClient(new GrizzlyAsyncHttpProvider(config), config);

        final CountDownLatch responseLatch = new CountDownLatch(1);
        final AtomicReference<Response> responseRef = new AtomicReference<>();

        client.prepareGet(""http://www.ning.com/"").execute(new AsyncCompletionHandler<Response>()
        {

            @Override
            public Response onCompleted(Response response) throws Exception
            {
                responseLatch.countDown();
                responseRef.set(response);
                return response;
            }

            @Override
            public void onThrowable(Throwable t)
            {
                // Something wrong happened.
            }
        });

        responseLatch.await(5, TimeUnit.SECONDS);
        verifyNotLeaked(new PhantomReference<>(responseRef.getAndSet(null), new ReferenceQueue<>()));
    }

    private void verifyNotLeaked(PhantomReference possibleLeakPhantomRef) throws InterruptedException
    {
        for (int i = 0; i < 10; ++i)
        {
            System.gc();
            Thread.sleep(100);
            if (possibleLeakPhantomRef.isEnqueued())
            {
                break;
            }
        }
        assertTrue(possibleLeakPhantomRef.isEnqueued());
    }
```

Thanks in advance,
",https://github.com/AsyncHttpClient/async-http-client/issues/1067,1.0,1.0,1.0,224
379,"groovy scripting docs are buggy for 'multiValued'
The documentation (https://www.elastic.co/guide/en/elasticsearch/reference/master/modules-scripting-groovy.html#_doc_value_properties_and_methods) states that you can do this:

```
doc['field_name'].multiValued
    A boolean indicating that the field has several values within the corpus. 
```

This does not work though, we don't have any actual code to support it. I don't think we need it either, since someone could just look at `doc['field_name'].size() > 1` or a number of other ways, but we should fix the docs.
",https://github.com/elastic/elasticsearch/issues/18164,1.0,2.0,2.0,546
367,"_missing_ is missing?
`_missing_` doesn't appear to have made it into 5.0 (it's in the [2.4 docs](https://www.elastic.co/guide/en/elasticsearch/reference/current/query-dsl-query-string-query.html)), but it's not in the [breaking changes](https://www.elastic.co/guide/en/elasticsearch/reference/5.0/breaking_50_search_changes.html).

Was this removed?",https://github.com/elastic/elasticsearch/issues/21226,1.0,2.0,2.0,546
365,"[doc] 404 error Pulsar IO
**Describe the bug**
404 error Pulsar IO.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to 'http://pulsar.apache.org/docs/en/2.4.2/io-quickstart'
2. Click on 'Get started'
3. Scroll down to ' Install Pulsar and builtin connector'
4.Click `here` like.
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
![图片](https://user-images.githubusercontent.com/29513837/72712701-85958500-3ba6-11ea-989c-2f3fae85d423.png)


**Desktop (please complete the following information):**
 - OS: [e.g. iOS]

**Additional context**
Add any other context about the problem here.
",https://github.com/apache/pulsar/issues/6100,1.0,2.0,2.0,98
93,"Entities not building after updating to beta12
After upgrading to beta12, my project will no longer build.

I receive the following in the gradle build messages:

```
Error:Execution failed for task ':app:compileDebugJavaWithJavac'.
> java.lang.NoSuchMethodError: com.squareup.javapoet.TypeSpec.classBuilder(Lcom/squareup/javapoet/ClassName;)Lcom/squareup/javapoet/TypeSpec$Builder;
```

I can have `requery`, and `requery-android` at beta12 and `requery-processor` at beta11 and the project will build fine. But upgrading `requery-processor` to beta12 will stop it from building.
",https://github.com/requery/requery/issues/75,1.0,2.0,2.0,21
397,"runtime-compute: Improve JavaDoc
The following classes need JavaDocs which can be derived from the class `HasPow`:
```
HasDivide
HasMinus
HasMultiply
HasPlus
ToNullable
```

The default methods in the following classes needs JavaDoc:
```
ToBigDecimalNullable
ToBooleanNullable
ToByteNullable
ToCharNullable
ToShortNullable
ToDoubleNullable
ToEnumNullable
ToFloatNullable
ToLongNullable
ToStringNullable
```
The following classes need JavaDocs which can be derived from similar classes:
```
ComposedExpression
JoiningExpression
```",https://github.com/speedment/speedment/issues/626,1.0,2.0,2.0,35
398,"spring-boot-sample-simple does not build with gradle
Output: 

``` text
* What went wrong:
A problem occurred evaluating root project 'spring-boot-sample-simple'.
> Could not find method run() for arguments [build_54mbijt3lmz0e8z5tqchytm9o$_run_closure2@14feec07] on root project 'spring-boot-sample-simple'.
```

I don't know enough about Gradle or Spring Boot to provide further info. 
",https://github.com/spring-projects/spring-boot/issues/4627,1.0,2.0,2.0,91
